country,sex,measure,year,projection,PI_lower,PI_upper,model
G20,Female,ASIR,2017.0,1449.6549862344013,1449.1424577936348,1450.167514675158,BAPC
G20,Female,ASIR,2018.0,1452.332547447278,1451.82031700263,1452.8447778919265,BAPC
G20,Female,ASIR,2019.0,1454.2964856404521,1453.784606151169,1454.8083651297252,BAPC
G20,Female,ASIR,2020.0,1454.603083767505,1454.0917903553898,1455.11437717963,BAPC
G20,Female,ASIR,2021.0,1453.9774413395946,1453.4668831666338,1454.4879995125555,BAPC
G20,Female,ASIR,2022.0,1453.6487048408894,1453.1387458637178,1454.158663818061,BAPC
G20,Female,ASIR,2023.0,1452.11237261223,1451.6026454166538,1452.622099807816,BAPC
G20,Female,ASIR,2024.0,1445.6540842804322,1430.9245297676991,1460.3836387931751,BAPC
G20,Female,ASIR,2025.0,1443.411927831138,1419.3996004952758,1467.4242551670102,BAPC
G20,Female,ASIR,2026.0,1441.0239923821002,1405.144688273063,1476.9032964911278,BAPC
G20,Female,ASIR,2027.0,1438.47196293899,1388.8189417811504,1488.1249840968196,BAPC
G20,Female,ASIR,2028.0,1435.6795450017935,1370.6451190741325,1500.7139709294643,BAPC
G20,Female,ASIR,2029.0,1432.609383296637,1350.7387298220249,1514.4800367712587,BAPC
G20,Female,ASIR,2030.0,1429.305144520121,1329.331264609795,1529.2790244304472,BAPC
G20,Female,ASIR,2031.0,1425.8088837370403,1306.5945637628063,1545.0232037112744,BAPC
G20,Female,ASIR,2032.0,1422.1024570902714,1282.6046732688849,1561.600240911658,BAPC
G20,Female,ASIR,2033.0,1418.1366469397149,1257.37529287029,1578.8980010091402,BAPC
G20,Female,ASIR,2034.0,1413.8998038708437,1230.9327069092417,1596.8669008324457,BAPC
G20,Female,ASIR,2035.0,1409.4394137873776,1203.4072492647997,1615.4715783099555,BAPC
G20,Female,ASIR,2036.0,1404.7871436595372,1174.897177064742,1634.6771102543323,BAPC
G20,Female,ASIR,2037.0,1399.9231206400166,1145.4398869572103,1654.4063543228133,BAPC
G20,Female,ASIR,2038.0,1394.808185331792,1115.0388175549392,1674.5775531086445,BAPC
G20,Female,ASIR,2039.0,1389.4474830689592,1083.7212574561445,1695.1737086817834,BAPC
G20,Female,ASIR,2040.0,1383.903160576525,1051.5974653382946,1716.2088558147552,BAPC
G20,Female,ASIR,2041.0,1378.203319119633,1018.7387057202982,1737.6679325189675,BAPC
G20,Female,ASIR,2042.0,1372.330358504583,985.1700220452543,1759.4906949639148,BAPC
G20,Female,ASIR,2043.0,1366.2505819439323,950.8925460727002,1781.6086178151604,BAPC
G20,Female,ASIR,2044.0,1359.973363820132,915.930617475494,1804.0161101647666,BAPC
G20,Female,ASIR,2045.0,1353.5593638957848,880.3736399761495,1826.7450878154261,BAPC
G20,Female,ASIR,2046.0,1347.0282097807922,844.2732969943148,1849.783122567257,BAPC
G20,Female,ASIR,2047.0,1340.3624953622539,807.6486852455515,1873.076305478953,BAPC
G20,Female,ASIR,2048.0,1333.5333391490576,770.5034805645,1896.563197733616,BAPC
G20,Female,ASIR,2049.0,1326.5514466882644,732.8606830414566,1920.2422103350752,BAPC
G20,Female,ASIR,2050.0,1319.4742003394642,694.7921923277091,1944.1562083512242,BAPC
G20,Female,ASIR,2051.0,1312.3192047073214,656.3388840590338,1968.299525355616,BAPC
G20,Female,ASIR,2052.0,1305.0728919451515,617.5183021917805,1992.62748169853,BAPC
G20,Female,ASIR,2053.0,1297.7124701368487,578.3375915815436,2017.0873486921564,BAPC
G20,Female,ASPR,1990.0,17383.682881071538,17381.697150494834,17385.668611648245,BAPC
G20,Female,ASPR,1991.0,17386.72241826422,17384.75349898418,17388.691337544256,BAPC
G20,Female,ASPR,1992.0,17391.67941777961,17389.726634777835,17393.63220078129,BAPC
G20,Female,ASPR,1993.0,17394.567220157332,17392.630223259875,17396.504217054884,BAPC
G20,Female,ASPR,1994.0,17394.32786765652,17392.406567547594,17396.24916776544,BAPC
G20,Female,ASPR,1995.0,17391.499605117446,17389.59312139426,17393.406088840627,BAPC
G20,Female,ASPR,1996.0,17378.991396941,17377.10005887377,17380.88273500813,BAPC
G20,Female,ASPR,1997.0,17354.71937062824,17352.843985319178,17356.5947559374,BAPC
G20,Female,ASPR,1998.0,17325.790748079922,17323.93137471625,17327.650121443592,BAPC
G20,Female,ASPR,1999.0,17302.009841885712,17300.166041297285,17303.85364247405,BAPC
G20,Female,ASPR,2000.0,17293.47163448188,17291.6418406714,17295.301428292365,BAPC
G20,Female,ASPR,2001.0,17319.087137712464,17317.269311080134,17320.904964344798,BAPC
G20,Female,ASPR,2002.0,17376.463260724744,17374.655512774792,17378.271008674597,BAPC
G20,Female,ASPR,2003.0,17445.573626735095,17443.77496011362,17447.372293356475,BAPC
G20,Female,ASPR,2004.0,17508.194293487704,17506.404490268986,17509.98409670652,BAPC
G20,Female,ASPR,2005.0,17543.572859828986,17541.792594010647,17545.353125647325,BAPC
G20,Female,ASPR,2006.0,17561.08537544075,17559.314856690908,17562.855894190598,BAPC
G20,Female,ASPR,2007.0,17580.94638786719,17579.18485403196,17582.707921702327,BAPC
G20,Female,ASPR,2008.0,17600.96731728365,17599.214128985142,17602.720505582158,BAPC
G20,Female,ASPR,2009.0,17619.477507251755,17617.73186537983,17621.223149123784,BAPC
G20,Female,ASPR,2010.0,17633.38512861902,17631.646514381802,17635.123742856133,BAPC
G20,Female,ASPR,2011.0,17640.866848515383,17639.134921237714,17642.598775793056,BAPC
G20,Female,ASPR,2012.0,17642.131765265793,17640.406306259956,17643.857224271535,BAPC
G20,Female,ASPR,2013.0,17639.97400950012,17638.254592375055,17641.69342662519,BAPC
G20,Female,ASPR,2014.0,17638.440410614774,17636.726277363778,17640.154543865665,BAPC
G20,Female,ASPR,2015.0,17640.519282686637,17638.80965290639,17642.22891246688,BAPC
G20,Female,ASPR,2016.0,17661.261653939473,17659.555233136987,17662.96807474186,BAPC
G20,Female,ASPR,2017.0,17702.929290617394,17701.224805550963,17704.63377568383,BAPC
G20,Female,ASPR,2018.0,17750.963474594195,17749.260353102945,17752.666596085448,BAPC
G20,Female,ASPR,2019.0,17790.84619216736,17789.144402405185,17792.54798192953,BAPC
G20,Female,ASPR,2020.0,17808.583166564724,17806.883337028517,17810.282996100836,BAPC
G20,Female,ASPR,2021.0,17812.131967614194,17810.434502650383,17813.829432577906,BAPC
G20,Female,ASPR,2022.0,17816.985844355804,17815.29077367775,17818.68091503376,BAPC
G20,Female,ASPR,2023.0,17787.71879376017,17786.027792815352,17789.40979470499,BAPC
G20,Female,ASPR,2024.0,17751.669681381933,17601.506995624048,17901.832367139912,BAPC
G20,Female,ASPR,2025.0,17726.352736410125,17470.255851718583,17982.449621101674,BAPC
G20,Female,ASPR,2026.0,17700.41723838762,17310.880607313415,18089.95386946192,BAPC
G20,Female,ASPR,2027.0,17673.544735511012,17130.1494587121,18216.940012309828,BAPC
G20,Female,ASPR,2028.0,17644.109249900557,16929.459676566683,18358.758823234435,BAPC
G20,Female,ASPR,2029.0,17611.45155849723,16709.481296288966,18513.42182070549,BAPC
G20,Female,ASPR,2030.0,17575.87016640298,16472.73980195593,18679.000530849935,BAPC
G20,Female,ASPR,2031.0,17539.147416426036,16222.46360611509,18855.83122673698,BAPC
G20,Female,ASPR,2032.0,17501.056325571182,15959.490137538092,19042.62251360427,BAPC
G20,Female,ASPR,2033.0,17460.30863333048,15683.170681110361,19237.446585550693,BAPC
G20,Female,ASPR,2034.0,17416.488507901944,15393.227653578158,19439.749362225728,BAPC
G20,Female,ASPR,2035.0,17369.84200661443,15090.981983692025,19648.702029536744,BAPC
G20,Female,ASPR,2036.0,17321.704904374514,14778.463483411773,19864.94632533735,BAPC
G20,Female,ASPR,2037.0,17271.871715962414,14456.107525772693,20087.635906152038,BAPC
G20,Female,ASPR,2038.0,17219.384720552393,14123.399071076567,20315.37037002822,BAPC
G20,Female,ASPR,2039.0,17164.117252348406,13780.225501555211,20548.00900314169,BAPC
G20,Female,ASPR,2040.0,17106.376285134767,13427.60227521327,20785.150295056264,BAPC
G20,Female,ASPR,2041.0,17047.113358098042,13066.904386626282,21027.322329569895,BAPC
G20,Female,ASPR,2042.0,16986.103374482343,12698.407921544274,21273.79882742041,BAPC
G20,Female,ASPR,2043.0,16922.61215620664,12321.77708804324,21523.44722437004,BAPC
G20,Female,ASPR,2044.0,16856.693253853977,11937.04378050975,21776.3427271983,BAPC
G20,Female,ASPR,2045.0,16788.70170941933,11545.056230741595,22032.34718809716,BAPC
G20,Female,ASPR,2046.0,16719.27676701008,11146.747222043317,22291.806311976845,BAPC
G20,Female,ASPR,2047.0,16648.18654105244,10742.318847127774,22554.054234977106,BAPC
G20,Female,ASPR,2048.0,16574.879321784203,10331.593275969866,22818.165367598544,BAPC
G20,Female,ASPR,2049.0,16499.534570452146,9914.6969804305,23084.37216047379,BAPC
G20,Female,ASPR,2050.0,16422.57408812969,9492.368855375347,23352.779320883994,BAPC
G20,Female,ASPR,2051.0,16344.432454422596,9065.259171024032,23623.60573782119,BAPC
G20,Female,ASPR,2052.0,16264.883934070926,8633.533088777953,23896.234779363826,BAPC
G20,Female,ASPR,2053.0,16183.510777589041,8197.12400097523,24169.897554202926,BAPC
G20,Male,ASDR,1990.0,282.9673999149022,282.71607838940577,283.21872144039867,BAPC
G20,Male,ASDR,1991.0,282.9181893509021,282.6722255420766,283.16415315972665,BAPC
G20,Male,ASDR,1992.0,282.9645669364061,282.72071489160595,283.2084189812072,BAPC
G20,Male,ASDR,1993.0,283.04013923491135,282.79834299440626,283.2819354754174,BAPC
G20,Male,ASDR,1994.0,283.1024379046557,282.86255166373513,283.34232414557624,BAPC
G20,Male,ASDR,1995.0,283.2657072359412,283.02750618967536,283.503908282208,BAPC
G20,Male,ASDR,1996.0,282.97426109949936,282.73790224212365,283.210619956875,BAPC
G20,Male,ASDR,1997.0,282.46795943506544,282.2335967354729,282.70232213465795,BAPC
G20,Male,ASDR,1998.0,281.759122210857,281.5268198358215,281.99142458589256,BAPC
G20,Male,ASDR,1999.0,281.14854976467495,280.91828707491794,281.378812454431,BAPC
G20,Male,ASDR,2000.0,280.9439594557346,280.7154549818966,281.17246392957264,BAPC
G20,Male,ASDR,2001.0,281.54338061876933,281.31631423885864,281.77044699867895,BAPC
G20,Male,ASDR,2002.0,282.62917739758666,282.40335057172496,282.85500422344734,BAPC
G20,Male,ASDR,2003.0,284.0694053301788,283.8446483204101,284.2941623399485,BAPC
G20,Male,ASDR,2004.0,285.32208884792607,285.09845890685455,285.5457187889976,BAPC
G20,Male,ASDR,2005.0,286.0094034889027,285.7870544853953,286.23175249241007,BAPC
G20,Male,ASDR,2006.0,286.43300604884513,286.21197205242305,286.65404004526715,BAPC
G20,Male,ASDR,2007.0,286.874239757126,286.6544317859931,287.09404772825803,BAPC
G20,Male,ASDR,2008.0,287.4444438828258,287.2257350252935,287.663152740359,BAPC
G20,Male,ASDR,2009.0,288.00294590642415,287.78524072115664,288.22065109169165,BAPC
G20,Male,ASDR,2010.0,288.41735694576516,288.20063422405366,288.63407966747764,BAPC
G20,Male,ASDR,2011.0,288.72630860041386,288.5105408491728,288.942076351655,BAPC
G20,Male,ASDR,2012.0,289.1175442761191,288.9026635113615,289.33242504087667,BAPC
G20,Male,ASDR,2013.0,289.4601752700306,289.24616415584643,289.6741863842139,BAPC
G20,Male,ASDR,2014.0,289.8829951109531,289.6697636706687,290.09622655123746,BAPC
G20,Male,ASDR,2015.0,290.19949658938157,289.9870275920846,290.4119655866786,BAPC
G20,Male,ASDR,2016.0,290.9893758308881,290.7774453669791,291.20130629479604,BAPC
G20,Male,ASDR,2017.0,292.57419952558513,292.3624775323295,292.7859215188408,BAPC
G20,Male,ASDR,2018.0,294.3610306645141,294.1494096322637,294.57265169676356,BAPC
G20,Male,ASDR,2019.0,295.9269577218468,295.7154637883471,296.13845165534644,BAPC
G20,Male,ASDR,2020.0,296.14301349843237,295.9320484902224,296.3539785066424,BAPC
G20,Male,ASDR,2021.0,296.16563412957146,295.9551546398955,296.3761136192483,BAPC
G20,Male,ASDR,2022.0,296.5120098804353,296.30194636289224,296.7220733979783,BAPC
G20,Male,ASDR,2023.0,296.32191715265355,296.11114283557106,296.53269146973514,BAPC
G20,Male,ASDR,2024.0,296.34419366864597,293.6956251864163,298.99276215087565,BAPC
G20,Male,ASDR,2025.0,296.2198654328077,291.5791983916161,300.8605324739984,BAPC
G20,Male,ASDR,2026.0,296.0753777605478,288.94590503508374,303.2048504860118,BAPC
G20,Male,ASDR,2027.0,295.9371774071958,285.9410097258633,305.93334508852934,BAPC
G20,Male,ASDR,2028.0,295.78349341484625,282.59383039506724,308.97315643462525,BAPC
G20,Male,ASDR,2029.0,295.5900807967363,278.90361155772035,312.27655003575126,BAPC
G20,Male,ASDR,2030.0,295.33111820545764,274.88452707553216,315.7777093353832,BAPC
G20,Male,ASDR,2031.0,295.040660227971,270.5959189296742,319.4854015262677,BAPC
G20,Male,ASDR,2032.0,294.7430733680781,266.07873478199366,323.4074119541636,BAPC
G20,Male,ASDR,2033.0,294.4186711867858,261.32430603021305,327.5130363433575,BAPC
G20,Male,ASDR,2034.0,294.0491197377604,256.3181091924702,331.78013028304963,BAPC
G20,Male,ASDR,2035.0,293.60851258410304,251.0568720938396,336.1601530743665,BAPC
G20,Male,ASDR,2036.0,293.12552057614096,245.58133063102832,340.6697105212536,BAPC
G20,Male,ASDR,2037.0,292.62535826660064,239.9238706852801,345.32684584792025,BAPC
G20,Male,ASDR,2038.0,292.09696922335866,234.08025466671256,350.1136837800048,BAPC
G20,Male,ASDR,2039.0,291.53183497699905,228.04323203872943,355.02043791526967,BAPC
G20,Male,ASDR,2040.0,290.9076101397432,221.8086422819642,360.0065779975232,BAPC
G20,Male,ASDR,2041.0,290.24596554425375,215.4049284830642,365.0870026054423,BAPC
G20,Male,ASDR,2042.0,289.5683583634735,208.8563175257194,370.2803992012277,BAPC
G20,Male,ASDR,2043.0,288.86711355269665,202.16057248974573,375.57365461564757,BAPC
G20,Male,ASDR,2044.0,288.1385540427699,195.314364436326,380.96274364921277,BAPC
G20,Male,ASDR,2045.0,287.3597052691894,188.31223391254636,386.4071766258335,BAPC
G20,Male,ASDR,2046.0,286.54192326254736,181.17134159038798,391.9125049347067,BAPC
G20,Male,ASDR,2047.0,285.70153463844497,173.9091675583156,397.49390171857533,BAPC
G20,Male,ASDR,2048.0,284.833624219905,166.52589587058026,403.1413525692308,BAPC
G20,Male,ASDR,2049.0,283.9396378381837,159.0223063338964,408.85696934247096,BAPC
G20,Male,ASDR,2050.0,282.9990742524297,151.39528133369635,414.602867171163,BAPC
G20,Male,ASDR,2051.0,282.0176403344623,143.65631543983957,420.37896522908505,BAPC
G20,Male,ASDR,2052.0,281.00891733813876,135.81887141196265,426.1989632643149,BAPC
G20,Male,ASDR,2053.0,279.97077295072467,127.8851621352148,432.0563837662345,BAPC
G20,Male,ASIR,1990.0,820.6359526391037,820.2208232538044,821.0510820244042,BAPC
G20,Male,ASIR,1991.0,820.618533845796,820.2082543319376,821.0288133596533,BAPC
G20,Male,ASIR,1992.0,820.6196839516905,820.2122874375979,821.0270804657841,BAPC
G20,Male,ASIR,1993.0,820.5943932781842,820.1898299975478,820.9989565588216,BAPC
G20,Male,ASIR,1994.0,820.5905808864761,820.1886894851727,820.9924722877785,BAPC
G20,Male,ASIR,1995.0,820.6084390858958,820.2090112529096,821.0078669188821,BAPC
G20,Male,ASIR,1996.0,820.0100343033387,819.6130285208819,820.4070400857955,BAPC
G20,Male,ASIR,1997.0,818.5354980288387,818.1409934683161,818.9300025893614,BAPC
G20,Male,ASIR,1998.0,816.9653817002965,816.573217596923,817.3575458036689,BAPC
G20,Male,ASIR,1999.0,816.1214222436658,815.7312254573247,816.5116190300067,BAPC
G20,Male,ASIR,2000.0,816.7650293258292,816.3762071404765,817.153851511181,BAPC
G20,Male,ASIR,2001.0,819.5051179317298,819.1170470345692,819.8931888288905,BAPC
G20,Male,ASIR,2002.0,823.7874087925594,823.3995736638984,824.1752439212195,BAPC
G20,Male,ASIR,2003.0,828.6910621420263,828.303174302983,829.0789499810708,BAPC
G20,Male,ASIR,2004.0,833.2983506803289,832.9103652419926,833.6863361186654,BAPC
G20,Male,ASIR,2005.0,836.58412263954,836.1962801978939,836.9719650811863,BAPC
G20,Male,ASIR,2006.0,838.7638525607281,838.3763788219088,839.1513262995473,BAPC
G20,Male,ASIR,2007.0,840.7426879567445,840.3555816006422,841.1297943128476,BAPC
G20,Male,ASIR,2008.0,842.4959363235248,842.1092196724276,842.882652974622,BAPC
G20,Male,ASIR,2009.0,844.0082403868009,843.621920445775,844.3945603278281,BAPC
G20,Male,ASIR,2010.0,845.19222127425,844.8063932811326,845.578049267366,BAPC
G20,Male,ASIR,2011.0,846.0767803273222,845.6915662951448,846.4619943594996,BAPC
G20,Male,ASIR,2012.0,846.8062314295541,846.4217223096823,847.1907405494252,BAPC
G20,Male,ASIR,2013.0,847.4297064225912,847.04594774095,847.813465104233,BAPC
G20,Male,ASIR,2014.0,848.0331436758747,847.6501074430555,848.4161799086947,BAPC
G20,Male,ASIR,2015.0,848.7222047992207,848.3397891481525,849.104620450289,BAPC
G20,Male,ASIR,2016.0,850.8271454223743,850.4449727090793,851.2093181356695,BAPC
G20,Male,ASIR,2017.0,854.7106504072287,854.3283489179338,855.0929518965228,BAPC
G20,Male,ASIR,2018.0,859.0678240768015,858.68531886318,859.4503292904229,BAPC
G20,Male,ASIR,2019.0,862.7000787247338,862.3174773756091,863.0826800738586,BAPC
G20,Male,ASIR,2020.0,864.3336437444772,863.9513153221108,864.7159721668427,BAPC
G20,Male,ASIR,2021.0,864.8351246871285,864.4532582449705,865.2169911292866,BAPC
G20,Male,ASIR,2022.0,865.3182343780201,864.9368040359316,865.6996647201084,BAPC
G20,Male,ASIR,2023.0,863.86604525531,863.4846316064727,864.2474589041476,BAPC
G20,Male,ASIR,2024.0,860.5342294827727,852.4390966803212,868.629362285224,BAPC
G20,Male,ASIR,2025.0,859.473367201943,845.7998404528884,873.1468939509967,BAPC
G20,Male,ASIR,2026.0,858.309740346411,837.5641259439246,879.0553547488975,BAPC
G20,Male,ASIR,2027.0,857.0324190384595,828.102189413273,885.962648663646,BAPC
G20,Male,ASIR,2028.0,855.5834964971863,817.5213071800442,893.6456858143282,BAPC
G20,Male,ASIR,2029.0,853.9561256460779,805.8942091521028,902.0180421400531,BAPC
G20,Male,ASIR,2030.0,852.1874012568456,793.3677519613128,911.0070505523776,BAPC
G20,Male,ASIR,2031.0,850.3017960868111,780.0429497920204,920.5606423816009,BAPC
G20,Male,ASIR,2032.0,848.2917573049691,765.9680234753097,930.6154911346296,BAPC
G20,Male,ASIR,2033.0,846.1156977207552,751.139206569315,941.0921888721964,BAPC
G20,Male,ASIR,2034.0,843.7727836414609,735.5742727129252,951.9712945699968,BAPC
G20,Male,ASIR,2035.0,841.3019293960433,719.3604086060478,963.2434501860376,BAPC
G20,Male,ASIR,2036.0,838.7228788853876,702.5568258451868,974.8889319255883,BAPC
G20,Male,ASIR,2037.0,836.0259392658421,685.1876428622162,986.864235669468,BAPC
G20,Male,ASIR,2038.0,833.1771463502632,667.2455492340745,999.1087434664471,BAPC
G20,Male,ASIR,2039.0,830.1842626660928,648.7482918572315,1011.6202334749578,BAPC
G20,Male,ASIR,2040.0,827.0900558763822,629.7660435209452,1024.414068231819,BAPC
G20,Male,ASIR,2041.0,823.9126000193966,610.3419873945928,1037.4832126442034,BAPC
G20,Male,ASIR,2042.0,820.6420861687303,590.4912633458007,1050.792908991657,BAPC
G20,Male,ASIR,2043.0,817.2496467264742,570.2074201043268,1064.2918733486206,BAPC
G20,Male,ASIR,2044.0,813.7455079205529,549.5063873952233,1077.9846284458783,BAPC
G20,Male,ASIR,2045.0,810.1661304240251,528.4414098733511,1091.890850974702,BAPC
G20,Male,ASIR,2046.0,806.5236468718333,507.0433254631481,1106.0039682805207,BAPC
G20,Male,ASIR,2047.0,802.8074429534372,485.32315944168664,1120.2917264651876,BAPC
G20,Male,ASIR,2048.0,798.9942960391983,463.2789090856774,1134.7096829927202,BAPC
G20,Male,ASIR,2049.0,795.0958002379057,440.9261690697236,1149.2654314060867,BAPC
G20,Male,ASIR,2050.0,791.1434045314772,418.3059614119032,1163.980847651054,BAPC
G20,Male,ASIR,2051.0,787.1469991604323,395.4422622604259,1178.8517360604399,BAPC
G20,Male,ASIR,2052.0,783.0976311048622,372.3451178884337,1193.8501443212924,BAPC
G20,Male,ASIR,2053.0,778.9778736562225,349.0167399476981,1208.939007364752,BAPC
G20,Male,ASPR,1990.0,9827.866244126159,9826.390231715506,9829.342256536811,BAPC
G20,Male,ASPR,1991.0,9826.062493849638,9824.599835117415,9827.525152581959,BAPC
G20,Male,ASPR,1992.0,9826.56671494794,9825.11683502764,9828.016594868235,BAPC
G20,Male,ASPR,1993.0,9827.926155004117,9826.488377002657,9829.363933005678,BAPC
G20,Male,ASPR,1994.0,9830.008891812377,9828.582659418476,9831.435124206277,BAPC
G20,Male,ASPR,1995.0,9833.227819596194,9831.812199428025,9834.643439764459,BAPC
G20,Male,ASPR,1996.0,9826.743495697197,9825.33867419902,9828.148317195471,BAPC
G20,Male,ASPR,1997.0,9805.365036384497,9803.972069012656,9806.758003756437,BAPC
G20,Male,ASPR,1998.0,9778.701955857618,9777.3210033256,9780.082908389637,BAPC
G20,Male,ASPR,1999.0,9757.800913885183,9756.431481545906,9759.170346224459,BAPC
G20,Male,ASPR,2000.0,9753.813778297861,9752.454188433318,9755.173368162306,BAPC
G20,Male,ASPR,2001.0,9776.248577637254,9774.89689980696,9777.600255467643,BAPC
G20,Male,ASPR,2002.0,9818.268159897323,9816.922938159643,9819.613381635003,BAPC
G20,Male,ASPR,2003.0,9867.70104153082,9866.361519391829,9869.040563669807,BAPC
G20,Male,ASPR,2004.0,9913.032358991617,9911.69860383967,9914.366114143659,BAPC
G20,Male,ASPR,2005.0,9941.924386058205,9940.597136113105,9943.2516360034,BAPC
G20,Male,ASPR,2006.0,9960.501958279348,9959.18144964597,9961.822466912727,BAPC
G20,Male,ASPR,2007.0,9981.386337125134,9980.072003875706,9982.70067037466,BAPC
G20,Male,ASPR,2008.0,10002.54900963372,10001.240421324288,10003.857597943246,BAPC
G20,Male,ASPR,2009.0,10022.395765789013,10021.092492568541,10023.699039009585,BAPC
G20,Male,ASPR,2010.0,10038.781018689266,10037.482860190044,10040.079177188487,BAPC
G20,Male,ASPR,2011.0,10054.733420637944,10053.440011955085,10056.026829320708,BAPC
G20,Male,ASPR,2012.0,10072.98570234822,10071.696626637824,10074.274778058518,BAPC
G20,Male,ASPR,2013.0,10091.30901112892,10090.023977741961,10092.594044515785,BAPC
G20,Male,ASPR,2014.0,10107.916669874721,10106.635443532747,10109.197896216792,BAPC
G20,Male,ASPR,2015.0,10120.67932986532,10119.401851954019,10121.956807776716,BAPC
G20,Male,ASPR,2016.0,10149.068753593943,10147.793807250278,10150.343699937604,BAPC
G20,Male,ASPR,2017.0,10202.703658202143,10201.429489216142,10203.977827188242,BAPC
G20,Male,ASPR,2018.0,10264.604307599599,10263.330204173699,10265.878411025498,BAPC
G20,Male,ASPR,2019.0,10317.763886397699,10316.490072554328,10319.037700241073,BAPC
G20,Male,ASPR,2020.0,10345.063263038375,10343.790833115245,10346.335692961507,BAPC
G20,Male,ASPR,2021.0,10358.643625033545,10357.372974300419,10359.914275766574,BAPC
G20,Male,ASPR,2022.0,10371.149978881836,10369.881301725385,10372.418656038284,BAPC
G20,Male,ASPR,2023.0,10355.60137109214,10354.336702325492,10356.866039858689,BAPC
G20,Male,ASPR,2024.0,10340.61359615795,8040.00679838792,12641.220393927963,BAPC
G20,Male,ASPR,2025.0,10329.154394230689,5213.428012020053,15444.880776441247,BAPC
G20,Male,ASPR,2026.0,10318.50014104932,1799.1542194601589,18837.846062638397,BAPC
G20,Male,ASPR,2027.0,10304.467625585823,-2106.5957166196918,22715.530967791456,BAPC
G20,Male,ASPR,2028.0,10278.187119141276,-6428.586450473095,26984.960688755666,BAPC
G20,Male,ASPR,2029.0,10231.122733156375,-11114.253974785288,31576.49944109804,BAPC
G20,Male,ASPR,2030.0,10169.034134619094,-16097.421320354677,36435.48958959277,BAPC
G20,Male,ASPR,2031.0,10104.078320650744,-21344.496774304826,41552.65341560631,BAPC
G20,Male,ASPR,2032.0,10037.815182841121,-26825.223248990053,46900.8536146723,BAPC
G20,Male,ASPR,2033.0,9961.887717077365,-32484.873636010383,52408.64907016512,BAPC
G20,Male,ASPR,2034.0,9856.515796770796,-38222.86896430552,57935.90055784702,BAPC
G20,Male,ASPR,2035.0,9733.518494412101,-44013.262226365354,63480.29921518956,BAPC
G20,Male,ASPR,2036.0,9609.010090913689,-49882.78941268637,69100.80959451373,BAPC
G20,Male,ASPR,2037.0,9487.502578886855,-55834.69604954409,74809.70120731786,BAPC
G20,Male,ASPR,2038.0,9361.305474728457,-61806.304001254335,80528.91495071117,BAPC
G20,Male,ASPR,2039.0,9207.269328146189,-67612.70253974367,86027.241196036,BAPC
G20,Male,ASPR,2040.0,9038.783988040632,-73281.29191027416,91358.85988635544,BAPC
G20,Male,ASPR,2041.0,8872.12372483732,-78905.03250075238,96649.27995042743,BAPC
G20,Male,ASPR,2042.0,8712.65777605086,-84523.1912338559,101948.5067859579,BAPC
G20,Male,ASPR,2043.0,8552.55506177339,-90055.11793309878,107160.22805664518,BAPC
G20,Male,ASPR,2044.0,8365.555615441956,-95195.15390593573,111926.26513682,BAPC
G20,Male,ASPR,2045.0,8166.4507549844275,-100038.87499643643,116371.77650640535,BAPC
G20,Male,ASPR,2046.0,7971.357284371872,-104749.48743092616,120692.20199966984,BAPC
G20,Male,ASPR,2047.0,7786.2750912067895,-109406.14893507537,124978.6991174885,BAPC
G20,Male,ASPR,2048.0,7603.879419696897,-113911.89834356835,129119.65718296244,BAPC
G20,Male,ASPR,2049.0,7395.5187782079165,-117811.57541047818,132602.6129668939,BAPC
G20,Male,ASPR,2050.0,7176.853181987,-121279.86016884483,135633.56653281892,BAPC
G20,Male,ASPR,2051.0,6963.728357917164,-124554.09577942787,138481.55249526224,BAPC
G20,Male,ASPR,2052.0,6762.64172478234,-127758.22983696048,141283.51328652582,BAPC
G20,Male,ASPR,2053.0,6567.137051514678,-130786.05242245534,143920.32652548503,BAPC
,,,,,,,
